Integrand,lower bound of integral,upper bound of integral,Value of Integral,W Term 1,W Term 2,W Term 3,D Term 1,D Term 2
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-243/9856,wjm1o6,wjm1o2,wjp1o6,dwjm1o2,dwjp1o6
-6561*(x - 1)**3*(x - 1/3)*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,14337/1281280,wjp1o6,wjm1o2,wjp1o6,dwjm1o2,dwjp1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-81/91520,wjp1o2,wjm1o2,wjp1o6,dwjm1o2,dwjp1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-243/9856,wjm1o2,wjm1o6,wjp1o6,dwjm1o2,dwjp1o6
-19683*(x - 1)**3*(x - 1/3)**2*(x + 1/3)*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,2187/116480,wjm1o6,wjm1o6,wjp1o6,dwjm1o2,dwjp1o6
19683*(x - 1)**3*(x - 1/3)*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,2187/320320,wjp1o6,wjm1o6,wjp1o6,dwjm1o2,dwjp1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-243/29120,wjp1o2,wjm1o6,wjp1o6,dwjm1o2,dwjp1o6
-6561*(x - 1)**3*(x - 1/3)*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,14337/1281280,wjm1o2,wjp1o6,wjp1o6,dwjm1o2,dwjp1o6
19683*(x - 1)**3*(x - 1/3)*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,2187/320320,wjm1o6,wjp1o6,wjp1o6,dwjm1o2,dwjp1o6
-19683*(x - 1)**3*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,6561/116480,wjp1o6,wjp1o6,wjp1o6,dwjm1o2,dwjp1o6
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,4617/320320,wjp1o2,wjp1o6,wjp1o6,dwjm1o2,dwjp1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-81/91520,wjm1o2,wjp1o2,wjp1o6,dwjm1o2,dwjp1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-243/29120,wjm1o6,wjp1o2,wjp1o6,dwjm1o2,dwjp1o6
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,4617/320320,wjp1o6,wjp1o2,wjp1o6,dwjm1o2,dwjp1o6
-2187*(x - 1)*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,4023/116480,wjp1o2,wjp1o2,wjp1o6,dwjm1o2,dwjp1o6
729*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**3*(x + 1)*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,57/4928,wjm1o2,wjm1o2,wjp1o2,dwjm1o2,dwjp1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,729/160160,wjm1o6,wjm1o2,wjp1o2,dwjm1o2,dwjp1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-81/91520,wjp1o6,wjm1o2,wjp1o2,dwjm1o2,dwjp1o6
-729*(x - 1)*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,5169/1281280,wjp1o2,wjm1o2,wjp1o2,dwjm1o2,dwjp1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,729/160160,wjm1o2,wjm1o6,wjp1o2,dwjm1o2,dwjp1o6
6561*(x - 1)**2*(x - 1/3)**3*(x + 1/3)*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,243/232960,wjm1o6,wjm1o6,wjp1o2,dwjm1o2,dwjp1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-243/29120,wjp1o6,wjm1o6,wjp1o2,dwjm1o2,dwjp1o6
2187*(x - 1)*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-3699/232960,wjp1o2,wjm1o6,wjp1o2,dwjm1o2,dwjp1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-81/91520,wjm1o2,wjp1o6,wjp1o2,dwjm1o2,dwjp1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-243/29120,wjm1o6,wjp1o6,wjp1o2,dwjm1o2,dwjp1o6
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,4617/320320,wjp1o6,wjp1o6,wjp1o2,dwjm1o2,dwjp1o6
-2187*(x - 1)*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,4023/116480,wjp1o2,wjp1o6,wjp1o2,dwjm1o2,dwjp1o6
-729*(x - 1)*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,5169/1281280,wjm1o2,wjp1o2,wjp1o2,dwjm1o2,dwjp1o6
2187*(x - 1)*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,-3699/232960,wjm1o6,wjp1o2,wjp1o2,dwjm1o2,dwjp1o6
-2187*(x - 1)*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,4023/116480,wjp1o6,wjp1o2,wjp1o2,dwjm1o2,dwjp1o6
729*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))/4096,-1,1,47763/366080,wjp1o2,wjp1o2,wjp1o2,dwjm1o2,dwjp1o6
-729*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**3*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-111429/183040,wjm1o2,wjm1o2,wjm1o2,dwjm1o6,dwjp1o6
2187*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**2*(x + 1)*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-441531/2562560,wjm1o6,wjm1o2,wjm1o2,dwjm1o6,dwjp1o6
-2187*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**3*(x + 1)*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,97443/1281280,wjp1o6,wjm1o2,wjm1o2,dwjm1o6,dwjp1o6
729*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**3*(x + 1)*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-9045/512512,wjp1o2,wjm1o2,wjm1o2,dwjm1o6,dwjp1o6
2187*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**2*(x + 1)*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-441531/2562560,wjm1o2,wjm1o6,wjm1o2,dwjm1o6,dwjp1o6
-6561*(x - 1)**3*(x - 1/3)**3*(x + 1/3)*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-32805/512512,wjm1o6,wjm1o6,wjm1o2,dwjm1o6,dwjp1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,155277/2562560,wjp1o6,wjm1o6,wjm1o2,dwjm1o6,dwjp1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-17253/2562560,wjp1o2,wjm1o6,wjm1o2,dwjm1o6,dwjp1o6
-2187*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**3*(x + 1)*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,97443/1281280,wjm1o2,wjp1o6,wjm1o2,dwjm1o6,dwjp1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,155277/2562560,wjm1o6,wjp1o6,wjm1o2,dwjm1o6,dwjp1o6
-6561*(x - 1)**3*(x - 1/3)*(x + 1/3)**3*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-2187/1281280,wjp1o6,wjp1o6,wjm1o2,dwjm1o6,dwjp1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-17253/2562560,wjp1o2,wjp1o6,wjm1o2,dwjm1o6,dwjp1o6
729*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**3*(x + 1)*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-9045/512512,wjm1o2,wjp1o2,wjm1o2,dwjm1o6,dwjp1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-17253/2562560,wjm1o6,wjp1o2,wjm1o2,dwjm1o6,dwjp1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-17253/2562560,wjp1o6,wjp1o2,wjm1o2,dwjm1o6,dwjp1o6
-729*(x - 1)*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-9045/512512,wjp1o2,wjp1o2,wjm1o2,dwjm1o6,dwjp1o6
2187*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**2*(x + 1)*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-441531/2562560,wjm1o2,wjm1o2,wjm1o6,dwjm1o6,dwjp1o6
-6561*(x - 1)**3*(x - 1/3)**3*(x + 1/3)*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-32805/512512,wjm1o6,wjm1o2,wjm1o6,dwjm1o6,dwjp1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,155277/2562560,wjp1o6,wjm1o2,wjm1o6,dwjm1o6,dwjp1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-17253/2562560,wjp1o2,wjm1o2,wjm1o6,dwjm1o6,dwjp1o6
-6561*(x - 1)**3*(x - 1/3)**3*(x + 1/3)*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-32805/512512,wjm1o2,wjm1o6,wjm1o6,dwjm1o6,dwjp1o6
19683*(x - 1)**3*(x - 1/3)**3*(x + 1)**3*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-662661/1281280,wjm1o6,wjm1o6,wjm1o6,dwjm1o6,dwjp1o6
-19683*(x - 1)**3*(x - 1/3)**2*(x + 1/3)*(x + 1)**3*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-439587/2562560,wjp1o6,wjm1o6,wjm1o6,dwjm1o6,dwjp1o6
6561*(x - 1)**2*(x - 1/3)**3*(x + 1/3)*(x + 1)**3*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-2187/1281280,wjp1o2,wjm1o6,wjm1o6,dwjm1o6,dwjp1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,155277/2562560,wjm1o2,wjp1o6,wjm1o6,dwjm1o6,dwjp1o6
-19683*(x - 1)**3*(x - 1/3)**2*(x + 1/3)*(x + 1)**3*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-439587/2562560,wjm1o6,wjp1o6,wjm1o6,dwjm1o6,dwjp1o6
19683*(x - 1)**3*(x - 1/3)*(x + 1/3)**2*(x + 1)**3*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-439587/2562560,wjp1o6,wjp1o6,wjm1o6,dwjm1o6,dwjp1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,155277/2562560,wjp1o2,wjp1o6,wjm1o6,dwjm1o6,dwjp1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((27/16 - 27*x/16)*(x + 1/3) + (-27*x/16 - 27/16)*(x - 1) + (-27*x/16 - 27/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-17253/2562560,wjm1o2,wjp1o2,wjm1o6,dwjm1o6,dwjp1o6
